Record Id,Product Owner.id,Product Owner,Product Name,Product Code,Vendor Name.id,Vendor Name,Product Active,Manufacturer,Product Category,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Unit Price,Commission Rate,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Handler,Quantity in Demand,Description,Tag,Inventory,Locked,Last Activity Time,Product Sub Category,Color/Finish,Ususal Price,Channel Price,OEM Price,TMS %,Deal Price,BOM MU Check,Ship Mode,Total Weight,Installation Mode,Product Type,CRM ID,Connected To.module,Connected To.id,Tax Rate
zcrm_4301492000069868777,zcrm_4301492000066416001,Suraj Patel,Calcio Combo Wardrobe Brown Maple,W-CLO-345M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,23999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,13999.0,13916.0,0.0,0.0,0.0,,,19000.0,,Child,3961202000000705071,,,
zcrm_4301492000069868778,zcrm_4301492000066416001,Suraj Patel,Calcio 3-Tier Wardrobe Brown Maple,W-CLO-3M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,7299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,3799.0,3547.0,0.0,0.0,0.0,,,19000.0,,Child,3961202000000713079,,,
zcrm_4301492000069868779,zcrm_4301492000066416001,Suraj Patel,Calcio 4-Tier Wardrobe Brown Maple,W-CLO-4M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,8899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,4799.0,4733.0,0.0,0.0,0.0,,,25800.0,,Child,3961202000000703067,,,
zcrm_4301492000069868780,zcrm_4301492000066416001,Suraj Patel,Calcio 5-Tier Wardrobe Brown Maple,W-CLO-5M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,10499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,5499.0,5636.0,0.0,0.0,0.0,,,28000.0,,Child,3961202000000707059,,,
zcrm_4301492000069868781,zcrm_4301492000066416001,Suraj Patel,Maltein Mini Wardrobe Brown Maple & White,W-MLT-MMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,15999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,9199.0,8498.0,0.0,0.0,0.0,,,50000.0,,Child,3961202000000703071,,,
zcrm_4301492000069868782,zcrm_4301492000066416001,Suraj Patel,Opryt Set of 2 Kichen Cabinet White,KC-OPT-2NF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Cabinet,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,13199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,7799.0,7108.0,0.0,0.0,0.0,,,16100.0,,Child,3961202000000716075,,,
zcrm_4301492000069868783,zcrm_4301492000066416001,Suraj Patel,Opryt with Shelf Set of 2 Kichen Cabinet White,KC-OPT-2SF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Cabinet,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,13599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,7899.0,7088.0,0.0,0.0,0.0,,,18000.0,,Child,3961202000000712071,,,
zcrm_4301492000069868784,zcrm_4301492000066416001,Suraj Patel,Mavis Seating Shoe Rack Brown Maple,SR-MVS-IM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,8599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,4899.0,3997.0,0.0,0.0,0.0,,,20000.0,,Child,3961202000000717035,,,
zcrm_4301492000069868785,zcrm_4301492000066416001,Suraj Patel,Mavis Tall Shoe Rack Brown Maple,SR-MVS-TM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,10499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,5899.0,4825.0,0.0,0.0,0.0,,,29000.0,,Child,3961202000000712059,,,
zcrm_4301492000069868786,zcrm_4301492000066416001,Suraj Patel,Maltein 2 Door Without Mirror Wardrobe Brown Maple & White,W-MLT-2NMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,15799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,9999.0,9262.0,0.0,0.0,0.0,,,51900.0,,Child,3961202000000707087,,,
zcrm_4301492000069868787,zcrm_4301492000066416001,Suraj Patel,Maltein 3 Door Without Mirror Wardrobe Brown Maple & White,W-MLT-3NMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,21499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,13299.0,12833.0,0.0,0.0,0.0,,,48550.0,,Child,3961202000000703091,,,
zcrm_4301492000069868788,zcrm_4301492000066416001,Suraj Patel,Maltein 4 Door Without Mirror Wardrobe Brown Maple & White,W-MLT-4NMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,31999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,19599.0,19617.0,0.0,0.0,0.0,,,32000.0,,Child,3961202000000712055,,,
zcrm_4301492000069868789,zcrm_4301492000066416001,Suraj Patel,Sharnam Pooja Unit White,PU-SNM-F,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Pooja Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,13599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,7899.0,8959.0,0.0,0.0,0.0,,,28200.0,,Child,3961202000000713075,,,
zcrm_4301492000069868790,zcrm_4301492000066416001,Suraj Patel,Barnia Bookshelf Brown Maple,SB-BNA-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,6199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,3499.0,2862.0,0.0,0.0,0.0,,,16000.0,,Child,3961202000000706087,,,
zcrm_4301492000069868791,zcrm_4301492000066416001,Suraj Patel,"Wilber 3+1, 4 Seater Interchangeable L Shape Sofa Grey",SF-WBR-4LIE,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Sofa,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,25799.0,0.0,Box,0,0,0,,,0,"BLUEWUD Wilber 4 Seater Interchangeable L Shape Sofa Set with Ottoman. Crafted with premium fabric upholstery in a sophisticated white textured design, this modern couch blends seamlessly with any living room decor. Its smart interchangeable L-shape allows flexible seating arrangements, making it perfect for small or large spaces. The plush, well-cushioned seats and backrests offer superior comfort for family gatherings or lounging. The versatile ottoman adds extra seating or works as a cozy footrest. Thoughtfully designed for easy maintenance, this pre-assembled sofa set promises both style and durability â€” an inviting centerpiece for your home! | Configuration: 3+1 Seater with Ottoman | Assembly: Pre-Assembled | Usage: Living Room, Lounge, Home Furniture | Interchangeable L shape Sofa Set",,,False,2025-09-19 11:38:48,,Grey,17999.0,0.0,0.0,0.0,0.0,,,56000.0,,Child,3961202000000705079,,,
zcrm_4301492000069868792,zcrm_4301492000066416001,Suraj Patel,"Wilber 3+1, 4 Seater Interchangeable L Shape Sofa White",SF-WBR-4LIF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Sofa,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,25799.0,0.0,Box,0,0,0,,,0,"BLUEWUD Wilber 4 Seater Interchangeable L Shape Sofa Set with Ottoman. Crafted with premium fabric upholstery in a sophisticated white textured design, this modern couch blends seamlessly with any living room decor. Its smart interchangeable L-shape allows flexible seating arrangements, making it perfect for small or large spaces. The plush, well-cushioned seats and backrests offer superior comfort for family gatherings or lounging. The versatile ottoman adds extra seating or works as a cozy footrest. Thoughtfully designed for easy maintenance, this pre-assembled sofa set promises both style and durability â€” an inviting centerpiece for your home! | Configuration: 3+1 Seater with Ottoman | Assembly: Pre-Assembled | Usage: Living Room, Lounge, Home Furniture | Interchangeable L shape Sofa Set",,,False,2025-09-19 11:38:48,,White,17999.0,0.0,0.0,0.0,0.0,,,56000.0,,Child,3961202000000704067,,,
zcrm_4301492000069868793,zcrm_4301492000066416001,Suraj Patel,"Wilber 3+1, 4 Seater Interchangeable L Shape Sofa Blue",SF-WBR-4LIU,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Sofa,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,25799.0,0.0,Box,0,0,0,,,0,"BLUEWUD Wilber 4 Seater Interchangeable L Shape Sofa Set with Ottoman. Crafted with premium fabric upholstery in a sophisticated white textured design, this modern couch blends seamlessly with any living room decor. Its smart interchangeable L-shape allows flexible seating arrangements, making it perfect for small or large spaces. The plush, well-cushioned seats and backrests offer superior comfort for family gatherings or lounging. The versatile ottoman adds extra seating or works as a cozy footrest. Thoughtfully designed for easy maintenance, this pre-assembled sofa set promises both style and durability â€” an inviting centerpiece for your home! | Configuration: 3+1 Seater with Ottoman | Assembly: Pre-Assembled | Usage: Living Room, Lounge, Home Furniture | Interchangeable L shape Sofa Set",,,False,2025-09-19 11:38:48,,Blue,17999.0,0.0,0.0,0.0,0.0,,,56000.0,,Child,3961202000000707083,,,
zcrm_4301492000069868794,zcrm_4301492000066416001,Suraj Patel,Furlyn Shoe Rack Brown Maple & White,SR-FYN-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,13599.0,0.0,Box,0,0,0,,,0,"BLUEWUD Furlyn Engineered Wood Dual Tone 2 Doors Shoe Rack Cabinet Slipper Footwear Stand Organizer with Handle-Less Design & 5 Closed Shelves, Stores Up to 25 Pairs for Home (Brown Maple & White) Upgrade your entryway or living room with the BLUEWUD Furlyn Shoe Rack Cabinet, a perfect blend of style and smart storage. This dual tone unit in elegant Brown Maple & White features a sleek handle-less design that adds a modern touch to your dÃ©cor. Its 2-door cabinet opens to reveal 5 spacious closed shelves, providing organized storage for up to 25 pairs of slippers and shoes while keeping your space clutter-free. Crafted from durable engineered wood, itâ€™s sturdy, easy to maintain, and ideal for families who value both utility and aesthetic. A must-have home furniture piece for smart, hidden footwear organization.",,,False,2025-09-19 11:38:48,,Brown Maple & White,7699.0,7473.0,0.0,0.0,0.0,,,47000.0,,Child,3961202000000704083,,,
zcrm_4301492000069868795,zcrm_4301492000066416001,Suraj Patel,Skiddo Lite TV Unit Brown Maple & White,TU-SKDL-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,8599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple & White,4499.0,3994.0,0.0,0.0,0.0,,,22900.0,,Child,3961202000000714075,,,
zcrm_4301492000069868796,zcrm_4301492000066416001,Suraj Patel,Veluno Bookshelf Brown Maple,SB-VNO-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,7299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,3999.0,3210.0,0.0,0.0,0.0,,,18000.0,,Child,3961202000000709059,,,
zcrm_4301492000069868797,zcrm_4301492000066416001,Suraj Patel,Greta Metal Spice Rack Black,SH-GTA-K,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Spice Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,2599.0,0.0,Box,0,0,0,,,0,"BLUEWUD Greta Metal Spice Masala Rack Shelf Stand Organizer. Thoughtfully designed in sleek black metal, this rack offers ample space to organize your spice bottles, jars, and condiments while doubling as a stylish cup stand. Its sturdy and compact build (38.2 X 20.2 X 48 cm) makes it perfect for countertop or shelf placement, maximizing your kitchen storage. The open-shelf design ensures quick access and easy cleaning. With a DIY (Do It Yourself) assembly, you can set it up effortlessly to match your kitchenâ€™s needs. Practical, durable, and modern â€” the Greta rack keeps your cooking essentials tidy and beautifully displayed!",,,False,2025-09-19 11:38:48,,Black,1499.0,981.0,0.0,0.0,0.0,,,5500.0,,Child,3961202000000711071,,,
zcrm_4301492000069868798,zcrm_4301492000066416001,Suraj Patel,Riley Wall Shelve Brown Maple,S-RY-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,2199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,1199.0,772.0,0.0,0.0,0.0,,,3890.0,,Child,3961202000000711079,,,
zcrm_4301492000069868799,zcrm_4301492000066416001,Suraj Patel,Carlem Tall Design Shoe Rack,SR-CLM-T,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,10199.0,,Box,0,0,0,,,0,"BLUEWUD Carlem Tall Design Engineered Wood Single Tone Shoe Rack Cabinet, a sleek and functional storage solution for your home. Finished in a rich color, this single-tone cabinet exudes a timeless elegance that complements any decor. The cabinet features two doors that open to reveal six closed shelves, providing ample space to store up to 24 pairs of shoes, slippers, and other footwear. Its tall, space-saving design makes it an ideal addition to entryways, hallways, or bedrooms, keeping your footwear organized and out of sight. Crafted from high-quality engineered wood, the Carlem Shoe Rack Cabinet is built to last, offering both style and practicality. Upgrade your home with this stylish and efficient footwear organizer.",,,False,2025-09-18 14:44:15,,,6599.0,7009.0,,,,,,27500.0,,Parent,3961202000000709075,,,
zcrm_4301492000069868800,zcrm_4301492000066416001,Suraj Patel,Wilbrome TV Unit,TU-WBM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,10799.0,,Box,0,0,0,,,0,"BLUEWUD Wilbrome Engineered Wood Floor Standing TV Entertainment Unit, a perfect blend of style and functionality for your living room. Designed to accommodate TVs up to 75 inches, this entertainment unit boasts a modern dual-tone finish, adding a sleek and contemporary touch to any space. The Wilbrome unit features multiple shelves, offering ample storage for your set-top box, books, and decorative items, keeping your space organized and visually appealing. Crafted from high-quality engineered wood, it is sturdy and durable, ensuring long-lasting performance. Ideal for large living rooms or bedrooms, this floor-standing TV unit combines practicality with aesthetic design, making it a centerpiece for your home entertainment system.",,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,6399.0,5853.0,,,,,,31955.0,,Parent,3961202000000706075,,,
zcrm_4301492000069868801,zcrm_4301492000066416001,Suraj Patel,Skiddo TV Unit,TU-SKD,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,9599.0,,Box,0,0,0,,,0,"Skiddo TV Unit: a sophisticated addition to your living space, marrying sleek design with practical functionality. Its seamless blend of style and utility makes it more than just furnitureâ€”it's a statement piece. With ample storage compartments, it effortlessly organizes all your media essentials while adding a modern flair to any room. Accommodating TVs up to 55 inches, it's the perfect centerpiece for your entertainment area, enhancing the ambiance and elevating your viewing experience. Crafted for those who appreciate both form and function, invest in the Skiddo TV Unit to create a visually appealing and functional space where unforgettable moments are made. Transform your home into a stylish retreat where sophistication meets practicality, and make every movie night or TV show marathon an unforgettable experience.",,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,4999.0,5045.0,,,,,,27630.0,,Parent,3961202000000717031,,,
zcrm_4301492000069868802,zcrm_4301492000066416001,Suraj Patel,Blesky TV Unit,TU-BKY,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,8999.0,,Box,0,0,0,,,0,"BLUEWUD Blesky Engineering Wood Floor Standing TV Entertainment Unit, a sophisticated and functional centerpiece for your living space. Designed to accommodate TVs up to 75 inches, this unit is crafted from premium engineered wood in a classic finish. It features multiple shelves, offering ample storage for your set-top box, books, and decorative items, ensuring a clutter-free and organized look. The wall-mounted design not only saves floor space but also adds a sleek, modern aesthetic to your living or bedroom. Elevate your home entertainment experience with the BLUEWUD Blesky TV Unit, where style meets practicality.",,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,6499.0,6576.0,,,,,,32700.0,,Parent,3961202000000712051,,,
zcrm_4301492000069868803,zcrm_4301492000066416001,Suraj Patel,Corbyn L-Shape Study Table,ST-CBN-LS,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,6599.0,,Box,0,0,0,,,0,"BLUEWUD Corbyn L-Shape Study & Computer Table is a versatile and stylish workstation designed for home and office use. Its spacious L-shaped design provides ample workspace for WFH setups, students, and professionals, accommodating laptops, desktops, and study materials effortlessly. The sturdy metal legs ensure durability and stability, while the premium engineered wood in finish adds a modern touch. Perfect for maximizing productivity, this ergonomic desk seamlessly blends functionality with aesthetics.",,,False,2025-09-18 14:44:15,,,4499.0,4031.0,,,,,,17600.0,,Parent,3961202000000709071,,,
zcrm_4301492000069868804,zcrm_4301492000066416001,Suraj Patel,Blesky Miltra Combo TV Unit,TU-BKMT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,15799.0,,Box,0,0,0,,,0,"BLUEWUD Blesky Miltra TV Entertainment Unit, a multifunctional and stylish solution for your home entertainment and storage needs. Designed to accommodate TVs up to 55 inches, this unit features a sleek combination of a TV cabinet and wall shelves, crafted from high-quality engineered wood with a refined brown maple finish. Its versatile design offers ample space for your set-top box, books, and decorative items, ensuring a clutter-free and organized living area. The DIY assembly makes it easy to set up, while the wall-mounted shelves add a modern touch to your decor. Perfect for living rooms or bedrooms, the BLUEWUD Blesky Miltra TV Unit blends practicality with contemporary elegance.",,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,8999.0,8761.0,,,,,,48700.0,,Parent,3961202000000706067,,,
zcrm_4301492000069868805,zcrm_4301492000066416001,Suraj Patel,Darien TV Unit,TU-DRN,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,6199.0,,Box,0,0,0,,,0,"Bluewud Darien TV Entertainment Unit - your perfect solution for organizing and enhancing your TV area. This DIY cabinet offers ample storage with convenient shelves, ideal for screens up to 60 inches. The attractive complements any room, making it a stylish yet practical addition to your home. Bring home the Bluewud Darien and transform your TV setup effortlessly.",,,False,2025-09-18 14:44:15,Wall Mount TV Unit,,3849.0,3198.0,,,,,,17400.0,,Parent,3961202000000711067,,,
zcrm_4301492000069868806,zcrm_4301492000066416001,Suraj Patel,Cylvie Shoe Rack,SR-CLE,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,8599.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,,4449.0,3793.0,,,,,,20800.0,,Parent,3961202000000707075,,,
zcrm_4301492000069868807,zcrm_4301492000066416001,Suraj Patel,Brooklyn Shoe Rack,SR-BKN-2,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,7999.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,,4899.0,4452.0,,,,,,19850.0,,Parent,3961202000000704087,,,
zcrm_4301492000069868808,zcrm_4301492000066416001,Suraj Patel,Kaspen Shoe Rack,SR-KPN,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,12399.0,,Box,0,0,0,,,0,"Kaspen shoe rack, the perfect storage solution for anyone who wants to elevate the look and feel of their home. With its sleek and modern design, the Kaspen shoe rack will not only keep your shoes organized, but it will also add a touch of sophistication to your home. Made with high-quality material, this shoe rack is built to last and withstand the wear and tear of daily use. Say goodbye to cluttered floors and hello to a clutter-free home with Kaspen shoe rack.",,,False,2025-09-18 14:44:15,,,7199.0,6777.0,,,,,,33500.0,,Parent,3961202000000710071,,,
zcrm_4301492000069868809,zcrm_4301492000066416001,Suraj Patel,Petree Wall Shelve,S-PTE,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,4499.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,,2649.0,1969.0,,,,,,11600.0,,Parent,3961202000000711083,,,
zcrm_4301492000069868810,zcrm_4301492000066416001,Suraj Patel,Wilbrome Mini TV Unit,TU-WBM-ST,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,8999.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,5199.0,4675.0,,,,,,23000.0,,Parent,3961202000000703079,,,
zcrm_4301492000069868811,zcrm_4301492000066416001,Suraj Patel,Amalet Study Table,ST-AML,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,7299.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,,4399.0,4094.0,,,,,,18890.0,,Parent,3961202000000713095,,,
zcrm_4301492000069868812,zcrm_4301492000066416001,Suraj Patel,Averyl TV Unit,TU-AYL,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,6199.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,3549.0,3059.0,,,,,,16800.0,,Parent,3961202000000706091,,,
zcrm_4301492000069868813,zcrm_4301492000066416001,Suraj Patel,Radisso Study Table,ST-RDO,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,8149.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,,4799.0,4436.0,,,,,,25000.0,,Parent,3961202000000704075,,,
zcrm_4301492000069868814,zcrm_4301492000066416001,Suraj Patel,Carlem 3 Door Shoe Rack,SR-CLM-3,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,10599.0,,Box,0,0,0,,,0,"BLUEWUD Carlem Shoe Rack features a classic design with our newest color shade finish, offering a timeless look for your home. With three doors and two adjustable shelves, it efficiently stores up to 16 pairs of shoes, ensuring a clutter-free space. Its sturdy engineered wood construction guarantees durability while adding a touch of elegance to your home decor. This shoe rack is a practical and stylish solution to keep your footwear organized and easily accessible.",,,False,2025-09-18 14:44:15,,,6029.0,5951.0,,,,,,26300.0,,Parent,3961202000000712075,,,
zcrm_4301492000069868815,zcrm_4301492000066416001,Suraj Patel,Carlem 2 Door Shoe Rack,SR-CLM-2,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,7799.0,,Box,0,0,0,,,0,"BLUEWUD Carlem Shoe Rack in our Newest Color Shade boasts a smart design with two doors and adjustable shelves, accommodating up to 10-12 pairs of footwear. Crafted from durable engineered wood, this organizer ensures longevity while complementing your home decor. Its efficient storage solution keeps your shoes neatly arranged and easily accessible, adding both functionality and style to your living space.",,,False,2025-09-18 14:44:15,,,4449.0,4012.0,,,,,,16850.0,,Parent,3961202000000707079,,,
zcrm_4301492000069868816,zcrm_4301492000066416001,Suraj Patel,Rowlet Large TV Unit,TU-RWT-LA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,21599.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,Floor Standing TV Unit,,13299.0,11816.0,,,,,,68200.0,,Parent,3961202000000703063,,,
