Record Id,Product Owner.id,Product Owner,Product Name,Product Code,Vendor Name.id,Vendor Name,Product Active,Manufacturer,Product Category,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Unit Price,Commission Rate,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Handler,Quantity in Demand,Description,Tag,Inventory,Locked,Last Activity Time,Product Sub Category,Color/Finish,Ususal Price,Channel Price,OEM Price,TMS %,Deal Price,BOM MU Check,Ship Mode,Total Weight,Installation Mode,Product Type,CRM ID,Connected To.module,Connected To.id,Tax Rate
zcrm_4301492000069868263,zcrm_4301492000066416001,Suraj Patel,Carlem 3 Door Shoe Rack Wenge,SR-CLM-3W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,10599.0,0.0,Box,0,0,0,,,0,"BLUEWUD Carlem Shoe Rack features a classic design with our newest color shade finish, offering a timeless look for your home. With three doors and two adjustable shelves, it efficiently stores up to 16 pairs of shoes, ensuring a clutter-free space. Its sturdy engineered wood construction guarantees durability while adding a touch of elegance to your home decor. This shoe rack is a practical and stylish solution to keep your footwear organized and easily accessible.",,,False,2025-09-19 11:38:48,,Wenge,6029.0,5951.0,0.0,0.0,0.0,,,26300.0,,Child,3961202000000706179,,,
zcrm_4301492000069868264,zcrm_4301492000066416001,Suraj Patel,Kaspen Shoe Rack Walnut & White,SR-KPN-FL,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,12399.0,0.0,Box,0,0,0,,,0,"Kaspen shoe rack, the perfect storage solution for anyone who wants to elevate the look and feel of their home. With its sleek and modern design, the Kaspen shoe rack will not only keep your shoes organized, but it will also add a touch of sophistication to your home. Made with high-quality material, this shoe rack is built to last and withstand the wear and tear of daily use. Say goodbye to cluttered floors and hello to a clutter-free home with Kaspen shoe rack.",,,False,2025-09-19 11:38:48,,Walnut & White,7199.0,6777.0,0.0,0.0,0.0,,,33500.0,,Child,3961202000000716179,,,
zcrm_4301492000069868265,zcrm_4301492000066416001,Suraj Patel,Blesky Mini TV Unit Brown Maple,TU-BKY-STM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple,5499.0,4897.0,0.0,0.0,0.0,,,26000.0,,Child,3961202000000717135,,,
zcrm_4301492000069868266,zcrm_4301492000066416001,Suraj Patel,Whartin Shoe Rack Brown Maple & Beige,SR-WHTO-MI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & Beige,5799.0,5848.0,0.0,0.0,0.0,,,24400.0,,Child,3961202000000703151,,,
zcrm_4301492000069868267,zcrm_4301492000066416001,Suraj Patel,Rowlet Large TV Unit Brown Maple & Beige,TU-RWT-LAMI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,21599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple & Beige,13299.0,11816.0,0.0,0.0,0.0,,,37800.0,,Child,3961202000000710151,,,
zcrm_4301492000069868268,zcrm_4301492000066416001,Suraj Patel,Harmond TV Unit Brown Maple & White,TU-HMD-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple & White,5499.0,5211.0,0.0,0.0,0.0,,,24400.0,,Child,3961202000000715147,,,
zcrm_4301492000069868269,zcrm_4301492000066416001,Suraj Patel,Primax Grande Standard TV Unit Brown Maple & White,TU-PMG-STMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,6899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple & White,3099.0,3014.0,0.0,0.0,0.0,,,14850.0,,Child,3961202000000705139,,,
zcrm_4301492000069868270,zcrm_4301492000066416001,Suraj Patel,Whartin Shoe Rack Brown Maple,SR-WHTO-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,5799.0,5848.0,0.0,0.0,0.0,,,24400.0,,Child,3961202000000709139,,,
zcrm_4301492000069868271,zcrm_4301492000066416001,Suraj Patel,Coober Large TV Unit Brown Maple,TU-CBR-LAM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,3799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple,2099.0,1581.0,0.0,0.0,0.0,,,8500.0,,Child,3961202000000710131,,,
zcrm_4301492000069868272,zcrm_4301492000066416001,Suraj Patel,Rowlet Mini TV Unit Wenge & White,TU-RWT-MWF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,13599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Wenge & White,7599.0,7511.0,0.0,0.0,0.0,,,42600.0,,Child,3961202000000711179,,,
zcrm_4301492000069868273,zcrm_4301492000066416001,Suraj Patel,Corbyn Study Table Brown Maple & White,ST-CBN-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,7099.0,6752.0,0.0,0.0,0.0,,,31890.0,,Child,3961202000000714143,,,
zcrm_4301492000069868275,zcrm_4301492000066416001,Suraj Patel,Seonn Bookshelf Wenge,SB-SN-NW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,4999.0,4466.0,0.0,0.0,0.0,,,21800.0,,Child,3961202000000714139,,,
zcrm_4301492000069868276,zcrm_4301492000066416001,Suraj Patel,Anatdol TV Unit Brown Maple,TU-ATD-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,6899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple,4399.0,4024.0,0.0,0.0,0.0,,,21430.0,,Child,3961202000000704155,,,
zcrm_4301492000069868277,zcrm_4301492000066416001,Suraj Patel,Darci Dressing Table Brown Maple & White,RT-DR-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Dressing Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,17199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,8899.0,9057.0,0.0,0.0,0.0,,,39450.0,,Child,3961202000000703147,,,
zcrm_4301492000069868278,zcrm_4301492000066416001,Suraj Patel,Prorage Shoe Rack Brown Maple & White,SR-PRG-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,5629.0,5976.0,0.0,0.0,0.0,,,35720.0,,Child,3961202000000703159,,,
zcrm_4301492000069868279,zcrm_4301492000066416001,Suraj Patel,Andrie 4 Door without Mirror Wardrobe Wenge & White,W-AND-4NFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,39999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,25999.0,27161.0,0.0,0.0,0.0,,,44650.0,,Child,3961202000000709135,,,
zcrm_4301492000069868280,zcrm_4301492000066416001,Suraj Patel,Charley TV Unit Brown Maple & White,TU-CRL-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple & White,5499.0,5208.0,0.0,0.0,0.0,,,27500.0,,Child,3961202000000709131,,,
zcrm_4301492000069868281,zcrm_4301492000066416001,Suraj Patel,Andrie 3 Door with Mirror Wardrobe Wenge & White,W-AND-3MFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,31599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,20199.0,20952.0,0.0,0.0,0.0,,,29140.0,,Child,3961202000000713175,,,
zcrm_4301492000069868282,zcrm_4301492000066416001,Suraj Patel,Duskin TV Unit Brown Maple,TU-DSK-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple,6499.0,6130.0,0.0,0.0,0.0,,,28500.0,,Child,3961202000000717131,,,
zcrm_4301492000069868284,zcrm_4301492000066416001,Suraj Patel,Andrie 2 Door with Mirror Wardrobe Wenge & White,W-AND-2MFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,25799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,15799.0,16197.0,0.0,0.0,0.0,,,33900.0,,Child,3961202000000706191,,,
zcrm_4301492000069868285,zcrm_4301492000066416001,Suraj Patel,Bevlyn TV Unit Brown Maple,TU-BVN-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple,4799.0,5036.0,0.0,0.0,0.0,,,28300.0,,Child,3961202000000715127,,,
zcrm_4301492000069868286,zcrm_4301492000066416001,Suraj Patel,Karmiya Study Table Brown Maple,ST-KYA-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,4999.0,4684.0,0.0,0.0,0.0,,,24500.0,,Child,3961202000000715131,,,
zcrm_4301492000069868287,zcrm_4301492000066416001,Suraj Patel,Primax Grande Large TV Unit Wenge,TU-PMG-LAW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8149.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Wenge,3699.0,3622.0,0.0,0.0,0.0,,,20850.0,,Child,3961202000000713159,,,
zcrm_4301492000069868288,zcrm_4301492000066416001,Suraj Patel,Mallium With Slider Study Table Wenge,ST-MLM-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,4199.0,3703.0,0.0,0.0,0.0,,,20500.0,,Child,3961202000000715107,,,
zcrm_4301492000069868289,zcrm_4301492000066416001,Suraj Patel,Wolabey Bookshelf Brown Maple & White,SB-WLB-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,6449.0,0.0,Box,0,0,0,,,0,"BLUEWUD Wolabey Engineered Wood Ladder Style Bookshelf Cabinet is a versatile and stylish addition to your home. Whether you choose to wall-mount it or have it floor-standing, this bookshelf cabinet offers ample space for your books, decor items, and more. The ladder-style design adds a unique touch to your decor, and the finish complements various interiors. Keep your home organized and elegant with the BLUEWUD Wolabey Bookshelf Cabinet.",,,False,2025-09-19 11:38:48,,Brown Maple & White,3649.0,3142.0,0.0,0.0,0.0,,,18485.0,,Child,3961202000000703135,,,
zcrm_4301492000069868290,zcrm_4301492000066416001,Suraj Patel,Andrie 4 Door without Mirror Wardrobe Brown Maple & Beige,W-AND-4NMI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,39999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & Beige,25999.0,27161.0,0.0,0.0,0.0,,,44650.0,,Child,3961202000000705115,,,
zcrm_4301492000069868291,zcrm_4301492000066416001,Suraj Patel,Gautier TV Unit Brown Maple,TU-GAU-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7499.0,0.0,Box,0,0,0,,,0,"BLUEWUD Engineered Wood TV Entertainment Unit, a multifunctional and stylish piece designed to elevate your living room or bedroom decor. Crafted from premium engineered wood in finish, this unit offers a sleek and modern design that complements a variety of interior styles. It features spacious shelves for organizing your set-top box, books, and decorative items, making it not only a TV cabinet but also a versatile bookshelf and decor display unit. Ideal for TVs up to 55 inches, the BLUEWUD Duskin Entertainment Unit provides a sturdy and durable solution for all your entertainment needs. Its DIY assembly allows for easy installation, giving you the flexibility to create the perfect setup for your space. Transform your home with this elegant and practical unit, where functionality meets contemporary design.",,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple,3999.0,3578.0,0.0,0.0,0.0,,,19000.0,,Child,3961202000000706163,,,
zcrm_4301492000069868293,zcrm_4301492000066416001,Suraj Patel,Crosbon Bookshelf Brown Maple,SB-CB-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,4499.0,4180.0,0.0,0.0,0.0,,,20890.0,,Child,3961202000000709111,,,
zcrm_4301492000069868294,zcrm_4301492000066416001,Suraj Patel,Andrie 2 Door without Mirror Wardrobe Wenge & White,W-AND-2NFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,24299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,14999.0,14717.0,0.0,0.0,0.0,,,33901.0,,Child,3961202000000703123,,,
zcrm_4301492000069868295,zcrm_4301492000066416001,Suraj Patel,Oleye Shoe Rack Brown Maple & Beige,SR-OLY-MI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,10499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & Beige,6099.0,6012.0,0.0,0.0,0.0,,,29450.0,,Child,3961202000000704111,,,
zcrm_4301492000069868296,zcrm_4301492000066416001,Suraj Patel,Skywood Key Holder Wenge,RG-KHS-SW-W1,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Key Holder,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,489.0,377.0,0.0,0.0,0.0,,,840.0,,Child,3961202000000711155,,,
zcrm_4301492000069868297,zcrm_4301492000066416001,Suraj Patel,Andrie 4 Door with Mirror Wardrobe Wenge & White,W-AND-4MFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,41599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,26599.0,28286.0,0.0,0.0,0.0,,,44650.0,,Child,3961202000000708107,,,
zcrm_4301492000069868298,zcrm_4301492000066416001,Suraj Patel,Carlem 2 Door Shoe Rack Wenge,SR-CLM-2W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7799.0,0.0,Box,0,0,0,,,0,"BLUEWUD Carlem Shoe Rack in our Newest Color Shade boasts a smart design with two doors and adjustable shelves, accommodating up to 10-12 pairs of footwear. Crafted from durable engineered wood, this organizer ensures longevity while complementing your home decor. Its efficient storage solution keeps your shoes neatly arranged and easily accessible, adding both functionality and style to your living space.",,,False,2025-09-19 11:38:48,,Wenge,4449.0,4012.0,0.0,0.0,0.0,,,16850.0,,Child,3961202000000705111,,,
zcrm_4301492000069868299,zcrm_4301492000066416001,Suraj Patel,Lagoon Bookshelf Brown Maple & Beige,SB-LGN-MI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,4299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & Beige,2549.0,2108.0,0.0,0.0,0.0,,,10500.0,,Child,3961202000000708115,,,
zcrm_4301492000069868300,zcrm_4301492000066416001,Suraj Patel,Primax Grande Large TV Unit Brown Maple & White,TU-PMG-LAMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8149.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple & White,3699.0,3622.0,0.0,0.0,0.0,,,20850.0,,Child,3961202000000716151,,,
zcrm_4301492000069868301,zcrm_4301492000066416001,Suraj Patel,Andrie 3 Door without Mirror Wardrobe Wenge & White,W-AND-3NFW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,28699.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,19199.0,19906.0,0.0,0.0,0.0,,,29140.0,,Child,3961202000000716139,,,
zcrm_4301492000069868302,zcrm_4301492000066416001,Suraj Patel,Efflino Large Study Table Brown Maple,ST-EFI-LAM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,5999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,2949.0,2846.0,0.0,0.0,0.0,,,13200.0,,Child,3961202000000706127,,,
zcrm_4301492000069868303,zcrm_4301492000066416001,Suraj Patel,Crosbon Bookshelf Wenge,SB-CB-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,4499.0,4180.0,0.0,0.0,0.0,,,20890.0,,Child,3961202000000713135,,,
zcrm_4301492000069868304,zcrm_4301492000066416001,Suraj Patel,Alex-5 Layer Wide Bookshelf Brown Maple,SB-AXA-52M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,10499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,5849.0,5489.0,0.0,0.0,0.0,,,30450.0,,Child,3961202000000703139,,,
zcrm_4301492000069868305,zcrm_4301492000066416001,Suraj Patel,Mavis Shoe Rack Brown Maple,SR-MVS-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,10999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,6199.0,5996.0,0.0,0.0,0.0,,,30650.0,,Child,3961202000000703131,,,
zcrm_4301492000069868306,zcrm_4301492000066416001,Suraj Patel,Andrie Single Door Wardrobe Wenge & White,W-AND-10NWF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,15799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge & White,9099.0,7923.0,0.0,0.0,0.0,,,45000.0,,Child,3961202000000705107,,,
zcrm_4301492000069868307,zcrm_4301492000066416001,Suraj Patel,Seonn Bookshelf Brown Maple & Beige,SB-SN-NMI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,8499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & Beige,4999.0,4466.0,0.0,0.0,0.0,,,21800.0,,Child,3961202000000708099,,,
zcrm_4301492000069868308,zcrm_4301492000066416001,Suraj Patel,Primax Grande Standard TV Unit Wenge,TU-PMG-STW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,6899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Wenge,3099.0,3014.0,0.0,0.0,0.0,,,14850.0,,Child,3961202000000715103,,,
zcrm_4301492000069868309,zcrm_4301492000066416001,Suraj Patel,Albert Wall Shelve Wenge,S-AE-W6,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,3799.0,3607.0,0.0,0.0,0.0,,,13620.0,,Child,3961202000000712115,,,
zcrm_4301492000069868310,zcrm_4301492000066416001,Suraj Patel,Reyloye Standard TV Unit Brown Maple & Beige,TU-RYE-STMI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple & Beige,3799.0,3379.0,0.0,0.0,0.0,,,18445.0,,Child,3961202000000707135,,,
zcrm_4301492000069868311,zcrm_4301492000066416001,Suraj Patel,Maxelle Large Bookshelf Wenge & White,SB-MXL-LAWF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7599.0,0.0,Box,0,0,0,,,0,"BLUEWUD Maxelle Engineered Wood Bookshelf Cabinet, a sophisticated and functional addition to your home library or living space. Featuring a stylish finish, this floor-standing bookshelf offers ample storage with multiple open shelves for displaying books, decor, and collectibles, alongside a spacious cabinet for concealed storage. Crafted from high-quality engineered wood, the Maxelle bookshelf combines durability with a contemporary design that complements any home decor. Perfect for organizing your favorite reads and showcasing decorative items, the BLUEWUD Maxelle Bookshelf Cabinet is the ideal solution for a well-organized and stylish living area.",,,False,2025-09-19 11:38:48,,Wenge & White,4449.0,3969.0,0.0,0.0,0.0,,,24450.0,,Child,3961202000000714107,,,
zcrm_4301492000069868312,zcrm_4301492000066416001,Suraj Patel,Primax Solo Large TV Unit Wenge,TU-PMS-LAW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,5199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Wenge,2349.0,2120.0,0.0,0.0,0.0,,,10850.0,,Child,3961202000000703127,,,
