base_name,Record Id,Product Owner.id,Product Owner,Product Name,Product Code,Vendor Name.id,Vendor Name,Product Active,Manufacturer,Product Category,Created By.id,Created By,Modified By.id,Modified By,Created Time,Modified Time,Unit Price,Commission Rate,Usage Unit,Qty Ordered,Quantity in Stock,Reorder Level,Handler.id,Handler,Quantity in Demand,Description,Tag,Inventory,Locked,Last Activity Time,Product Sub Category,Color/Finish,Ususal Price,Channel Price,OEM Price,TMS %,Deal Price,BOM MU Check,Ship Mode,Total Weight,Installation Mode,Product Type,CRM ID,Connected To.module,Connected To.id,Tax Rate
Greta Metal Spice Rack,zcrm_4301492000070103296,zcrm_4301492000066416001,Suraj Patel,Greta Metal Spice Rack,SH-GTA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Spice Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:01,2025-09-18 14:42:38,2599.0,,Box,0,0,0,,,0,"BLUEWUD Greta Metal Spice Masala Rack Shelf Stand Organizer. Thoughtfully designed in sleek black metal, this rack offers ample space to organize your spice bottles, jars, and condiments while doubling as a stylish cup stand. Its sturdy and compact build (38.2 X 20.2 X 48 cm) makes it perfect for countertop or shelf placement, maximizing your kitchen storage. The open-shelf design ensures quick access and easy cleaning. With a DIY (Do It Yourself) assembly, you can set it up effortlessly to match your kitchenâ€™s needs. Practical, durable, and modern â€” the Greta rack keeps your cooking essentials tidy and beautifully displayed!",,,False,2025-09-18 14:42:38,,,1499.0,981.0,,,,,,5500.0,,Parent,3961202000000717003,,,
Greta Metal Spice Rack Black,zcrm_4301492000069868797,zcrm_4301492000066416001,Suraj Patel,Greta Metal Spice Rack Black,SH-GTA-K,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Spice Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,2599.0,0.0,Box,0,0,0,,,0,"BLUEWUD Greta Metal Spice Masala Rack Shelf Stand Organizer. Thoughtfully designed in sleek black metal, this rack offers ample space to organize your spice bottles, jars, and condiments while doubling as a stylish cup stand. Its sturdy and compact build (38.2 X 20.2 X 48 cm) makes it perfect for countertop or shelf placement, maximizing your kitchen storage. The open-shelf design ensures quick access and easy cleaning. With a DIY (Do It Yourself) assembly, you can set it up effortlessly to match your kitchenâ€™s needs. Practical, durable, and modern â€” the Greta rack keeps your cooking essentials tidy and beautifully displayed!",,,False,2025-09-19 11:38:48,,Black,1499.0,981.0,0.0,0.0,0.0,,,5500.0,,Child,3961202000000711071,,,
Grubbin Wall Shelve,zcrm_4301492000069868403,zcrm_4301492000066416001,Suraj Patel,Grubbin Wall Shelve Wenge,S-GRB-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,2499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,1299.0,858.0,0.0,0.0,0.0,,,3890.0,,Child,3961202000000708067,,,
Gustowe Large Study Table,zcrm_4301492000069868979,zcrm_4301492000066416001,Suraj Patel,Gustowe Large Study Table,ST-GSE-LA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,5899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Wenge,2899.0,2768.0,0.0,0.0,0.0,,,13215.0,,Parent,3961202000000714019,,,
Gustowe Rectangle Set of Two Coffee Table,zcrm_4301492000069868951,zcrm_4301492000066416001,Suraj Patel,Gustowe Rectangle Set of Two Coffee Table,CT-GSE-RT2,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,4999.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,,2549.0,2410.0,,,,,,11390.0,,Parent,3961202000000712007,,,
Gustowe Square Coffee Table,zcrm_4301492000069868980,zcrm_4301492000066416001,Suraj Patel,Gustowe Square Coffee Table,CT-GSE-SQ,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,3499.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,,1979.0,1695.0,,,,,,8200.0,,Parent,3961202000000707031,,,
Gustowe Square Set of Two Coffee Table,zcrm_4301492000069868982,zcrm_4301492000066416001,Suraj Patel,Gustowe Square Set of Two Coffee Table,CT-GSE-SQ2,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,4899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,White,2699.0,2540.0,0.0,0.0,0.0,,,12200.0,,Parent,3961202000000710011,,,
Gustowe Standard Study Table,zcrm_4301492000069868994,zcrm_4301492000066416001,Suraj Patel,Gustowe Standard Study Table,ST-GSE-ST,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,4499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,White,2349.0,2192.0,0.0,0.0,0.0,,,9550.0,,Parent,3961202000000705023,,,
Harmond TV Unit,zcrm_4301492000069868268,zcrm_4301492000066416001,Suraj Patel,Harmond TV Unit Brown Maple & White,TU-HMD-MF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,9999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Floor Standing TV Unit,Brown Maple & White,5499.0,5211.0,0.0,0.0,0.0,,,24400.0,,Child,3961202000000715147,,,
Hemming Dressing Table,zcrm_4301492000069868884,zcrm_4301492000066416001,Suraj Patel,Hemming Dressing Table,DT-HE-4,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Dressing Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,9299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Wenge,5199.0,5426.0,0.0,0.0,0.0,,,15110.0,,Parent,3961202000000712023,,,
Hemming Study Table,zcrm_4301492000069868975,zcrm_4301492000066416001,Suraj Patel,Hemming Study Table,ST-HES,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,4599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Wenge,2999.0,3667.0,0.0,0.0,0.0,,,10750.0,,Parent,3961202000000713007,,,
Installation charge for TV Units$,zcrm_4301492000015002006,zcrm_4301492000000244013,Abhinav Singh,Installation charge for TV Units$,Installation Charge,,,True,Bluewud,TV Unit,zcrm_4301492000000244013,Abhinav Singh,zcrm_4301492000039621001,Ayush Mani,2022-02-01 12:58:34,2025-11-13 16:58:08,350.0,,pcs,0,1,0,,,0,Installation charge for Rowlet,,,False,2025-09-18 14:45:50,,,,,,,,,,,,,3961202000000710163,,,
Installation$,zcrm_4301492000015063001,zcrm_4301492000000244013,Abhinav Singh,Installation$,Installation,,,True,Bluewud,,zcrm_4301492000000244013,Abhinav Singh,zcrm_4301492000039621001,Ayush Mani,2022-02-02 13:18:32,2025-11-13 16:58:08,350.0,,Quantity,0,1,0,,,0,,,,False,2025-09-18 14:45:50,,,,,,,,,,,,,3961202000000709155,,,
Isvia Magzine Holder,zcrm_4301492000069868971,zcrm_4301492000066416001,Suraj Patel,Isvia Magzine Holder,GH-IS,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Magzine Holder,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,999.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,,599.0,393.0,,,,,,1250.0,,Parent,3961202000000706027,,,
Jameye Bookshelf,zcrm_4301492000069868929,zcrm_4301492000066416001,Suraj Patel,Jameye Bookshelf,SB-JMY,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,6449.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Brown Maple,4449.0,4137.0,0.0,0.0,0.0,,,22300.0,,Parent,3961202000000711019,,,
Jasden Kitchen Rack,zcrm_4301492000069868358,zcrm_4301492000066416001,Suraj Patel,Jasden Kitchen Rack Wenge,KR-JSD-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Kitchen Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,3299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,1849.0,1301.0,0.0,0.0,0.0,,,7500.0,,Child,3961202000000706155,,,
Javis Wall Shelve,zcrm_4301492000069868321,zcrm_4301492000066416001,Suraj Patel,Javis Wall Shelve Wenge,S-JVS-W,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,3099.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,1799.0,1298.0,0.0,0.0,0.0,,,6800.0,,Child,3961202000000714119,,,
Karmiya Study Table,zcrm_4301492000069868839,zcrm_4301492000066416001,Suraj Patel,Karmiya Study Table,ST-KYA,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,8299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,Brown Maple,4999.0,4684.0,0.0,0.0,0.0,,,24500.0,,Parent,3961202000000708059,,,
Kaspen Shoe Rack,zcrm_4301492000069868255,zcrm_4301492000066416001,Suraj Patel,Kaspen Shoe Rack Wenge,SR-KPN-FW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,12399.0,0.0,Box,0,0,0,,,0,"Kaspen shoe rack, the perfect storage solution for anyone who wants to elevate the look and feel of their home. With its sleek and modern design, the Kaspen shoe rack will not only keep your shoes organized, but it will also add a touch of sophistication to your home. Made with high-quality material, this shoe rack is built to last and withstand the wear and tear of daily use. Say goodbye to cluttered floors and hello to a clutter-free home with Kaspen shoe rack.",,,False,2025-09-19 11:38:48,,Wenge,7199.0,6777.0,0.0,0.0,0.0,,,33500.0,,Child,3961202000000711171,,,
Kaspen Shoe Rack European,zcrm_4301492000071086160,zcrm_4301492000066416001,Suraj Patel,Kaspen Shoe Rack European Oak,SR-KPN-OF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-09-08 12:56:07,2025-09-19 11:38:48,12399.0,0.0,Box,0,0,0,,,0,"Kaspen shoe rack, the perfect storage solution for anyone who wants to elevate the look and feel of their home. With its sleek and modern design, the Kaspen shoe rack will not only keep your shoes organized, but it will also add a touch of sophistication to your home. Made with high-quality material, this shoe rack is built to last and withstand the wear and tear of daily use. Say goodbye to cluttered floors and hello to a clutter-free home with Kaspen shoe rack.",,,False,2025-09-19 11:38:48,,European Oak,7199.0,6777.0,0.0,0.0,0.0,,,33500.0,,Child,3961202000000743031,,,
Kasvon Rectangle Coffee Table,zcrm_4301492000069868902,zcrm_4301492000066416001,Suraj Patel,Kasvon Rectangle Coffee Table,CT-KV-RT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,6199.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Brown Maple,3499.0,3348.0,0.0,0.0,0.0,,,11800.0,,Parent,3961202000000705051,,,
Kunsua Large TV Unit,zcrm_4301492000069868329,zcrm_4301492000066416001,Suraj Patel,Kunsua Large TV Unit Brown Maple,TU-KU-LAM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,4899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple,3049.0,2675.0,0.0,0.0,0.0,,,12000.0,,Child,3961202000000712103,,,
Kyvid Large TV Unit,zcrm_4301492000069868354,zcrm_4301492000066416001,Suraj Patel,Kyvid Large TV Unit Wenge,TU-KVD-LAW,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,2599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Wenge,1449.0,939.0,0.0,0.0,0.0,,,4000.0,,Child,3961202000000704143,,,
Kyvid Standard TV Unit,zcrm_4301492000069868908,zcrm_4301492000066416001,Suraj Patel,Kyvid Standard TV Unit,TU-KVD-ST,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,1999.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,Wall Mount TV Unit,,999.0,669.0,,,,,,3310.0,,Parent,3961202000000713055,,,
Lagoon Bookshelf,zcrm_4301492000069868299,zcrm_4301492000066416001,Suraj Patel,Lagoon Bookshelf Brown Maple & Beige,SB-LGN-MI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,4299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & Beige,2549.0,2108.0,0.0,0.0,0.0,,,10500.0,,Child,3961202000000708115,,,
Larkyn Key Holder,zcrm_4301492000069868967,zcrm_4301492000066416001,Suraj Patel,Larkyn Key Holder,KH-LKN-6,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Key Holder,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,1299.0,,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,,399.0,273.0,,,,,,800.0,,Parent,3961202000000713027,,,
Leo Coffee Table,zcrm_4301492000067815183,zcrm_4301492000066419001,Roshan Kumar,Leo Coffee Table Brown Maple,CT-LE-M,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-26 17:41:44,2025-09-19 11:38:48,6449.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,2699.0,2253.0,0.0,0.0,0.0,,,10850.0,,Child,3961202000000705155,,,
Leo TV Unit,zcrm_4301492000069868915,zcrm_4301492000066416001,Suraj Patel,Leo TV Unit,TU-LE,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,7999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,Floor Standing TV Unit,Brown Maple,3399.0,2900.0,0.0,0.0,0.0,,,16000.0,,Parent,3961202000000715023,,,
Louis Wall Shelve,zcrm_4301492000069868867,zcrm_4301492000066416001,Suraj Patel,Louis Wall Shelve,S-LO,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wall Shelves,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,1999.0,0.0,Box,0,0,0,,,0,"BLUEWUD Louis Wall Decor Shelf adds a touch of sophistication to your living room. Crafted from durable engineered wood in a Brown Maple finish, it features five spacious shelves designed for displaying décor, books, or collectibles elegantly. With its floating design, it adds a modern and organized flair to your home. Perfect for showcasing your favorite items and enhancing the ambiance of your space, this shelf is a functional and stylish addition to your home furniture collection.",,,False,2025-09-18 14:43:35,,Walnut,979.0,629.0,0.0,0.0,0.0,,,2890.0,,Parent,3961202000000706051,,,
Maisy Large TV Unit,zcrm_4301492000069868328,zcrm_4301492000066416001,Suraj Patel,Maisy Large TV Unit Brown Maple & White,TU-MA-LAMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,2399.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple & White,1399.0,863.0,0.0,0.0,0.0,,,4500.0,,Child,3961202000000708095,,,
Maisy Standard TV Unit,zcrm_4301492000069868383,zcrm_4301492000066416001,Suraj Patel,Maisy Standard TV Unit Brown Maple & White,TU-MA-STMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,TV Unit,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,1999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,Wall Mount TV Unit,Brown Maple & White,1199.0,706.0,0.0,0.0,0.0,,,3000.0,,Child,3961202000000711143,,,
Mallium With Slider Study Table,zcrm_4301492000069868841,zcrm_4301492000066416001,Suraj Patel,Mallium With Slider Study Table,ST-MLM-L,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:44:15,7499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:44:15,,Wenge,4199.0,3703.0,0.0,0.0,0.0,,,20500.0,,Parent,3961202000000710075,,,
Mallium without Slider Study Table,zcrm_4301492000069868313,zcrm_4301492000066416001,Suraj Patel,Mallium without Slider Study Table Wenge,ST-MLM-WS,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Study Table,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,5299.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Wenge,3599.0,3063.0,0.0,0.0,0.0,,,18300.0,,Child,3961202000000706143,,,
Maltein 2 Door Without Mirror Wardrobe,zcrm_4301492000069868985,zcrm_4301492000066416001,Suraj Patel,Maltein 2 Door Without Mirror Wardrobe,W-MLT-2N,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,15799.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Brown Maple,9999.0,9262.0,0.0,0.0,0.0,,,51900.0,,Parent,3961202000000714039,,,
Maltein 3 Door Without Mirror Wardrobe,zcrm_4301492000069868787,zcrm_4301492000066416001,Suraj Patel,Maltein 3 Door Without Mirror Wardrobe Brown Maple & White,W-MLT-3NMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,21499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,13299.0,12833.0,0.0,0.0,0.0,,,48550.0,,Child,3961202000000703091,,,
Maltein 4 Door Without Mirror Wardrobe,zcrm_4301492000069868439,zcrm_4301492000066416001,Suraj Patel,Maltein 4 Door Without Mirror Wardrobe Brown Maple,W-MLT-4NM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,31999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,19599.0,19617.0,0.0,0.0,0.0,,,32000.0,,Child,3961202000000706107,,,
"Maltein Diwan 30"" with Storage Bed",zcrm_4301492000068759107,zcrm_4301492000066416001,Suraj Patel,"Maltein Diwan 30"" with Storage Bed Brown Maple",B-MLT-D30TM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bed,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-08 12:46:41,2025-09-19 11:38:48,15799.0,0.0,Box,0,0,0,,,0,BLUEWUD Skiddo Engineered Wood TV Entertainment Unit Set Top Box Stand/TV Cabinet with Shelves for Books & DÃ©cor Display Unit Bed Living Room Upto 55 Inches - DIY (Wenge & White),,,False,2025-09-19 11:38:48,,Brown Maple,8999.0,7987.0,0.0,0.0,0.0,,,40000.0,,Child,3961202000000717115,,,
Maltein Mini Wardrobe,zcrm_4301492000069868781,zcrm_4301492000066416001,Suraj Patel,Maltein Mini Wardrobe Brown Maple & White,W-MLT-MMF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Wardrobe,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,15999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple & White,9199.0,8498.0,0.0,0.0,0.0,,,50000.0,,Child,3961202000000703071,,,
Maltein With storage Bed,zcrm_4301492000069868851,zcrm_4301492000066416001,Suraj Patel,Maltein Queen With storage Bed,B-MLT-QT,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bed,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,23599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Brown Maple,15999.0,14840.0,0.0,0.0,0.0,,,88770.0,,Parent,3961202000000710051,,,
Maple Bookshelf,zcrm_4301492000069868960,zcrm_4301492000066416001,Suraj Patel,Maple Bookshelf,SB-MPL,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:42:38,3099.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Wenge,1649.0,1155.0,0.0,0.0,0.0,,,5890.0,,Parent,3961202000000713019,,,
Mavis Combo Shoe Rack,zcrm_4301492000069868775,zcrm_4301492000066416001,Suraj Patel,Mavis Combo Shoe Rack Brown Maple,SR-MVS-ITM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,15999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,8999.0,8822.0,0.0,0.0,0.0,,,29000.0,,Child,3961202000000710067,,,
Mavis Seating Shoe Rack,zcrm_4301492000069868784,zcrm_4301492000066416001,Suraj Patel,Mavis Seating Shoe Rack Brown Maple,SR-MVS-IM,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-19 11:38:48,8599.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,Brown Maple,4899.0,3997.0,0.0,0.0,0.0,,,20000.0,,Child,3961202000000717035,,,
Mavis Shoe Rack,zcrm_4301492000069868854,zcrm_4301492000066416001,Suraj Patel,Mavis Shoe Rack,SR-MVS,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:00,2025-09-18 14:43:35,10999.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:43:35,,Brown Maple,6199.0,5996.0,0.0,0.0,0.0,,,30650.0,,Parent,3961202000000703047,,,
Mavis Tall Shoe Rack,zcrm_4301492000070103289,zcrm_4301492000066416001,Suraj Patel,Mavis Tall Shoe Rack,SR-MVS-T,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Shoe Rack,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:49:01,2025-09-18 14:42:38,10499.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-18 14:42:38,,Brown Maple,5899.0,4825.0,0.0,0.0,0.0,,,29000.0,,Parent,3961202000000713023,,,
Maxelle Large Bookshelf,zcrm_4301492000069868375,zcrm_4301492000066416001,Suraj Patel,Maxelle Large Bookshelf Brown Maple & Beige,SB-MXL-LAMI,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Bookshelf,zcrm_4301492000066416001,Suraj Patel,zcrm_4301492000000425001,Ankita Singh,2025-08-22 16:48:57,2025-09-19 11:38:48,7599.0,0.0,Box,0,0,0,,,0,"BLUEWUD Maxelle Engineered Wood Bookshelf Cabinet, a sophisticated and functional addition to your home library or living space. Featuring a stylish finish, this floor-standing bookshelf offers ample storage with multiple open shelves for displaying books, decor, and collectibles, alongside a spacious cabinet for concealed storage. Crafted from high-quality engineered wood, the Maxelle bookshelf combines durability with a contemporary design that complements any home decor. Perfect for organizing your favorite reads and showcasing decorative items, the BLUEWUD Maxelle Bookshelf Cabinet is the ideal solution for a well-organized and stylish living area.",,,False,2025-09-19 11:38:48,,Brown Maple & Beige,4449.0,3969.0,0.0,0.0,0.0,,,24450.0,,Child,3961202000000707123,,,
Mayrite Rectangle Coffee Table,zcrm_4301492000067815215,zcrm_4301492000066419001,Roshan Kumar,Mayrite Rectangle Coffee Table Wenge & White,CT-MT-RTWF,zcrm_4301492000003548093,Bluewud India,True,Bluewud,Coffee Table,zcrm_4301492000066419001,Roshan Kumar,zcrm_4301492000000425001,Ankita Singh,2025-07-26 17:46:37,2025-09-19 11:38:48,3899.0,0.0,Box,0,0,0,,,0,,,,False,2025-09-19 11:38:48,,White,1949.0,1679.0,0.0,0.0,0.0,,,5400.0,,Child,3961202000000703155,,,
